ID,Published,ChannelID,ChannelName,CategoryID,DefaultAudioLang,DefaultLang,Views,Comments,Likes,Dislikes,SearchIndex,URL,Title,Length,Length (min),PublishedAgo
h2t-gpDSkGM,2020-02-09T22:07:29.000Z,UCGfekj9izgAcBPPhnUVnHkA,Rhozzy G.,26,en,,322094,148,2481,171,175,https://youtube.com/watch?v=h2t-gpDSkGM,How to Sew a Face Mask with Pocket,7:48,7.8,2 months ago
5IiT9cSD-Ec,2020-04-06T23:42:28.000Z,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,25,en-US,,319242,715,5004,141,176,https://youtube.com/watch?v=5IiT9cSD-Ec,'Secret Ingredient' Might Make Your DIY Face Mask More Effective,2:34,2.566666667,2 weeks ago
4N3dZ6z7O3o,2020-03-15T07:30:32.000Z,UCsR0IMoIh8A3tf4thKCSO6A,BIG V A2Z,28,hi,,314848,259,NaN,NaN,177,https://youtube.com/watch?v=4N3dZ6z7O3o,रुमाल का सर्जिकल face mask फोल्ड handkerchief how to make face masks,2:20,2.333333333,1 month ago
mBiPshp6cOE,2020-03-23T09:20:59.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,302418,44,2472,173,180,https://youtube.com/watch?v=mBiPshp6cOE,💙Making Your Own Face Mask at Home ☔ How to Make Face Mask 🍀 Economical Face Mask Diy !,3:32,3.533333333,1 month ago
uXfVq-pFgnQ,2020-03-31T10:44:35.000Z,UC5R0wgIYygsLVRwaKtSSGVA,INNOVA Crafts,26,en,en,301845,87,2901,147,181,https://youtube.com/watch?v=uXfVq-pFgnQ,😷 How to Make Face Mask at Home ~ Useful Face Mask Diy ~ Face Mask Ideas,8:50,8.833333333,3 weeks ago
QWLFdSw_6LA,2020-04-06T15:00:10.000Z,UCWfwA2Rcw6GRFESo8o622Bw,Anjurisa,26,en,en,301614,172,5159,150,179,https://youtube.com/watch?v=QWLFdSw_6LA,Face Mask COVER to Extend Your Surgical Mask Life 🤗,7:03,7.05,2 weeks ago
iJWhZJZoAe4,2020-04-06T23:00:13.000Z,UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,en,en,300779,406,1776,192,183,https://youtube.com/watch?v=iJWhZJZoAe4,How To Make A Coronavirus Face Mask At Home | TODAY,3:33,3.55,2 weeks ago
tROlhbVeuI4,2020-03-26T16:41:52.000Z,UC10zc-2zW125sIsIDymv4dg,Rijo Tailoring,24,,,297109,82,2930,237,182,https://youtube.com/watch?v=tROlhbVeuI4,How to make mask at home With easy method | homemade face mask | face Mask cutting and Stitching,6:56,6.933333333,1 month ago
239Ru4uFBeo,2020-02-12T13:29:44.000Z,UC6kwTQVw6aaydLdoXrqTP-g,Van Nguyen Singapore,22,vi,,294697,NaN,1937,315,184,https://youtube.com/watch?v=239Ru4uFBeo,DIY Face Mask for #COVID-19,5:24,5.4,2 months ago
KI9KPcRHaxo,2020-04-18T13:37:32.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,292492,57,2923,220,186,https://youtube.com/watch?v=KI9KPcRHaxo,Face Mask with Filter Pocket | How to make Cloth Face Mask | Face Mask No Sewing Machine,17:16,17.26666667,1 week ago
FiYOs2PagvE,2020-03-14T08:11:29.000Z,UCKXSb_XXtwtkEmDcU46Fu6A,Suba's Samayalarai,22,ta,,291067,95,2634,524,185,https://youtube.com/watch?v=FiYOs2PagvE,DIY Face Mask with Handkerchief and Rubber bands /Face mask for Coronavirus,2:32,2.533333333,1 month ago
7TasM4uRj74,2020-04-15T17:11:21.000Z,UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,24,,,287995,230,2424,71,187,https://youtube.com/watch?v=7TasM4uRj74,Make a bandana face mask in under 1 minute with just two materials l GMA Digital,0:43,0.716666667,1 week ago
hNs_OAkidds,2020-03-03T11:35:32.000Z,UCexsQz5V-3Jmks7Yuj7vRQA,mizutama.soap,26,en-US,,286919,87,1154,162,188,https://youtube.com/watch?v=hNs_OAkidds,DIY FACE MASK | No Sew | Paper Wipe Mask | Handkerchief Mask | How To Make | SUPER EASY | Tutorial,8:12,8.2,1 month ago
1zasVducHVU,2020-04-04T21:10:04.000Z,UCO5BdhiNxTq57gWqT5kMpdQ,Sha&Shan,26,,,285492,120,4580,407,191,https://youtube.com/watch?v=1zasVducHVU,"DIY No Sew Bandana Face Masks - 3 Ways, Quick & Easy",6:20,6.333333333,3 weeks ago
9YLXEhSjVsw,2020-04-04T20:42:44.000Z,UCaFgN6V43Xo1pRjQ4PjlSqw,WSLS 10,25,,,285081,489,2857,128,190,https://youtube.com/watch?v=9YLXEhSjVsw,Surgeon General shows how to make face masks,0:46,0.766666667,3 weeks ago
CvDZzmwFLGg,2020-03-23T10:47:57.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,284015,82,NaN,NaN,189,https://youtube.com/watch?v=CvDZzmwFLGg,How to make face mask with the bra | DIY,2:10,2.166666667,1 month ago
89o5040HGhQ,2020-04-18T13:46:21.000Z,UCmCkcCtmrBu5CfFi8LFFcVA,Turnah81,23,en-GB,,276326,807,10821,310,214,https://youtube.com/watch?v=89o5040HGhQ,"How to Make the Best Face Mask, No Sewing (Don't use Cotton or Vac Bags!)",21:15,21.25,1 week ago
PI1GxNjAjlw,2020-04-04T14:49:54.000Z,UCPWXiRWZ29zrxPFIQT7eHSA,The Hill,25,en-US,,274609,NaN,NaN,NaN,192,https://youtube.com/watch?v=PI1GxNjAjlw,Surgeon General Shows How to Make Your Own Face Covering,0:46,0.766666667,3 weeks ago
sNjDXuTt-ss,2020-04-16T13:23:16.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,271120,49,2019,180,193,https://youtube.com/watch?v=sNjDXuTt-ss,Face Mask Ear Saver | Adapter for No-Sew Face Mask Bandana | How to Make Face Mask Adapter,5:43,5.716666667,1 week ago
zPVNabrABTQ,2020-03-28T12:44:01.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,270808,51,NaN,NaN,195,https://youtube.com/watch?v=zPVNabrABTQ,How to make face mask with dishtowel (quick & easy),2:00,2,4 weeks ago
dFzYYUWEuyg,2020-03-19T16:00:17.000Z,UCF8gKlOlcuM5Do2CSctlBMA,BonnieBayCrochet,27,en,,269705,415,NaN,NaN,194,https://youtube.com/watch?v=dFzYYUWEuyg,"EASY DIY Crochet Face Mask with Filter, by Bonnie Barker",40:52:00,40.86666667,1 month ago
PhDFaulAgoA,2020-03-21T13:12:31.000Z,UCxCwzkz1UvkepjEMe5DlSLQ,BUSINESS CHIC MAMA,27,,,261302,314,4324,182,196,https://youtube.com/watch?v=PhDFaulAgoA,DIY Face Mask | How to Make your own Mask | Surgical Mask | Quick Fast DIY Mask,6:09,6.15,1 month ago
tNF8gK2ZLnU,2020-04-07T14:30:08.000Z,UCPysUN0JqpR6glhIXpN3nPA,MissTiffanyMa,26,,,261113,363,5364,297,197,https://youtube.com/watch?v=tNF8gK2ZLnU,DIY Cloth Face Masks (no sewing or cutting!),3:19,3.316666667,2 weeks ago
Fot_2JY99ME,2020-03-29T17:00:03.000Z,UCb_tIsOpoPZ-cXWlmMzX3qg,SentFromMars,22,,,260675,620,5632,236,199,https://youtube.com/watch?v=Fot_2JY99ME,How To Make a FACE MASK With A Filter Pocket | DIY Sewing Tutorial #FaceMask,13:22,13.36666667,4 weeks ago
x_HgS61y9BY,2020-04-07T14:17:55.000Z,UC5DUE3PfRr0q16dpZjD4jrw,The Handwork Studio,26,en-US,,259791,0,1905,298,198,https://youtube.com/watch?v=x_HgS61y9BY,Easy DIY No Sew T-Shirt Face Mask,9:47,9.783333333,2 weeks ago
Vd-5ja5JGbQ,2020-03-18T16:11:08.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,259625,31,NaN,NaN,200,https://youtube.com/watch?v=Vd-5ja5JGbQ,How to make face mask | DIY,3:05,3.083333333,1 month ago
k5rP11LFH68,2020-03-31T15:33:51.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,254778,19,1771,111,202,https://youtube.com/watch?v=k5rP11LFH68,🚲DIY Face Mask at Home 💙 How to Make Face Mask ☔ Awesome Face Mask Design !,3:39,3.65,3 weeks ago
8K6ufO2JP-c,2020-03-17T05:37:39.000Z,UCov83RUN-y4hJQly4YMdFuA,Nanay Express,24,en,,253297,86,2762,129,201,https://youtube.com/watch?v=8K6ufO2JP-c,EASY STEPS DIY Face Mask| No Sewing Machine,10:06,10.1,1 month ago
qTfPZtqpBWQ,2020-03-23T16:15:12.000Z,UClkR3AhuE2tTEKU0fboL0tw,Farjana's Craft,26,en,,252209,110,2247,158,203,https://youtube.com/watch?v=qTfPZtqpBWQ,How to make 2 Easy Face Masks / Face mask making From Cloth Bag/ How To Make Mask At Home,5:40,5.666666667,1 month ago
SoAy8SUcr7o,2020-03-22T11:58:58.000Z,UC1m_wJF-qJ_VnPQKNahOmjQ,Tonni art and craft,26,en,,251792,49,1713,404,204,https://youtube.com/watch?v=SoAy8SUcr7o,DIY: Handmade Mask!!! How to Make Face Mask at Home using carry Bag/Cloth!!!,4:28,4.466666667,1 month ago
UvMEJfwVlUs,2020-04-25T15:34:54.000Z,UCJnIYmMH_SM6pZzyqPAUu2A,ART Thao162,26,vi,,248575,63,5042,186,211,https://youtube.com/watch?v=UvMEJfwVlUs,Making a face mask at home | DIY Face Mask No Sewing Machine | Easy Mask With Filter Pocket,6:30,6.5,1 day ago
XoyH2rlpxq8,2020-04-02T23:12:33.000Z,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,25,en,,239773,151,2216,123,205,https://youtube.com/watch?v=XoyH2rlpxq8,How to make DIY face masks at home | ABC7,4:58,4.966666667,3 weeks ago
RRofKRr5_JM,2020-03-25T15:00:23.000Z,UChDhriK1Ar625KyY7JdnT7A,BuzzFeed Nifty,26,,,237570,258,3104,209,206,https://youtube.com/watch?v=RRofKRr5_JM,DIY Face Mask,4:06,4.1,1 month ago
7F3HnpU6F5Q,2020-03-05T09:41:23.000Z,UCxIdeSY9h9Mfsc7iErXdj9w,Creativity With Reena,26,,,235208,78,2347,223,208,https://youtube.com/watch?v=7F3HnpU6F5Q,How to make face mask at home |  Diy Easy and quick ( in hindi),3:10,3.166666667,1 month ago
dmlKaEv3hr8,2020-04-12T13:22:28.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,232427,28,2167,130,207,https://youtube.com/watch?v=dmlKaEv3hr8,🚲Make Face Mask with Rubber Bands 💙 How to Make Face Mask ☔ Creative Face Mask Idea at Home !,2:44,2.733333333,2 weeks ago
7c-Kmeb_16o,2020-03-23T00:56:43.000Z,UC0M804XXF_gwPPNq-4hHhuw,Julie Eigenmann,22,en,,230634,89,2297,45,209,https://youtube.com/watch?v=7c-Kmeb_16o,How to Make Your Own Face Mask (only 2 materials needed!),0:33,0.55,1 month ago
Sv2SVCIYnKo,2020-03-24T15:52:42.000Z,UCBs8yYlmbXgYTCfkeaGqy2Q,Tanja Crochet,26,en-US,,227715,37,1200,81,210,https://youtube.com/watch?v=Sv2SVCIYnKo,How to make FACE MASK | DIY Sew Mask | Kako napraviti Masku za Lice,3:45,3.75,1 month ago
lIdDMUcY_aQ,2020-04-04T15:00:17.000Z,UCyJNp6DNzm56XrPppI8r67Q,Sweet Red Poppy,26,en-US,en,224577,177,2889,125,212,https://youtube.com/watch?v=lIdDMUcY_aQ,EASY: How to Sew a Face Mask 2 Different Styles! New CDC Recommendation - Everyone NEEDS a Mask!,20:30,20.5,3 weeks ago
M3Dm1NKoqfA,2020-03-22T19:43:27.000Z,UCL-lWGVL6aKLiwWWbFr19Fw,OnPoint-TV,26,en,en,217123,421,3378,163,213,https://youtube.com/watch?v=M3Dm1NKoqfA,Making A Face Mask,32:16:00,32.26666667,Streamed 1 month ago
umsULo5-2bM,2020-04-07T18:46:55.000Z,UCw77677G3EAODp61b0izs7w,6abc Philadelphia,25,,,209274,45,786,142,215,https://youtube.com/watch?v=umsULo5-2bM,MASK TUTORIAL: Adam Joseph shows you how to make a mask out of a sock,2:26,2.433333333,2 weeks ago
BS8R2lZMYfI,2020-04-12T13:51:42.000Z,UCzopMkOmXgxYl2HeYBefXOg,Silai Seekho A to Z,22,hi,,206967,34,2973,174,216,https://youtube.com/watch?v=BS8R2lZMYfI,How to make face mask with cotton fabric //   कॉटन कपडे से फैस मास्क बनाना सीखें,8:10,8.166666667,2 weeks ago
smjeqviDCBY,2020-04-04T02:57:37.000Z,UCKgAB8lqTbqbwXC-e6_9lhQ,KGW News,25,en,,202147,113,1766,120,218,https://youtube.com/watch?v=smjeqviDCBY,How to make a DIY cloth face mask,4:07,4.116666667,3 weeks ago
SrJCklRgL7s,2020-03-30T12:35:52.000Z,UC4SUWizzKc1tptprBkWjX2Q,South China Morning Post,25,en-US,,200997,2256,2286,335,217,https://youtube.com/watch?v=SrJCklRgL7s,Some China-made coronavirus test kits and face masks rejected as ‘unreliable’ in European countries,3:32,3.533333333,3 weeks ago
4oPeBvVzZEU,2020-04-17T14:56:55.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,200448,8,1147,69,221,https://youtube.com/watch?v=4oPeBvVzZEU,☔Make Face Mask with Hair Rubber Bands 💜 Make Face Mask at Home 🍎 Face Mask Using Rubber Bands  !,2:51,2.85,1 week ago
yCmt88ppFoc,2020-04-18T15:00:33.000Z,UC9Q0dAjbhv0FbwvoHRSmjxA,MyFroggyStuff,26,en,,199338,706,7175,123,220,https://youtube.com/watch?v=yCmt88ppFoc,DIY - How to Make: 7 EASY Sewing Crafts | Face Mask | Cami | Bean Bag & More #StayHome #WithMe,15:47,15.78333333,1 week ago
__1wgWbvbgY,2020-04-07T19:14:34.000Z,UCTexjI7DMbrBmscIk61sPLg,Debs Days,26,en,en,198559,56,2342,130,219,https://youtube.com/watch?v=__1wgWbvbgY,How to Sew a DIY Cloth Face Mask,7:00,7,2 weeks ago
NarWmxfow_E,2020-04-05T01:16:27.000Z,UCweEu3yxA2Enyeh8jEpUmIg,HAPPY DOLLS,26,en,en,197841,53,3211,158,237,https://youtube.com/watch?v=NarWmxfow_E,How to make face mask at home no sewing machine | Make face mask from an old T-shirt,10:03,10.05,3 weeks ago
BXxWyJ2r1co,2020-04-06T18:24:21.000Z,UC9duydx1VXTV0tP7q39S0Lw,JOANN Fabric and Craft Stores,26,en,,196249,32,NaN,NaN,223,https://youtube.com/watch?v=BXxWyJ2r1co,How to Make a Fabric Mask for Your Child,4:42,4.7,2 weeks ago
GtuNTKw0dpM,2020-04-22T22:08:24.000Z,UCGiNMApczHhQNPJ0rZ8hlQg,Tripta,22,,,195245,60,2480,112,222,https://youtube.com/watch?v=GtuNTKw0dpM,HOW TO MAKE A FACE MASK WITH FILTER POCKET | DIY Face Mask Out of Shirt | No Sewing Machine,12:28,12.46666667,3 days ago
0oxEw-XYLZ8,2020-04-02T20:58:52.000Z,UC_0fs5UyXJRYXwGW_WA-nbA,Raising Nobles,1,en-US,,192012,166,2283,123,224,https://youtube.com/watch?v=0oxEw-XYLZ8,CHILD'S FACE MASK WITH FILTER POCKET & NOSE WIRE | DIY CHILD'S FACE MASK | DIY CHILDREN'S FACE MASK,11:17,11.28333333,3 weeks ago
_SsxMcgwgG4,2020-03-23T17:39:42.000Z,UCdtwVPeHZ-DAyXFyqTlSRRQ,Stitchin' Heaven,19,en,en,187227,87,1235,141,226,https://youtube.com/watch?v=_SsxMcgwgG4,DIY - How to make a Face Mask,19:43,19.71666667,1 month ago
PcxhH0Lkp6Q,2020-04-10T00:21:53.000Z,UCSt8-8L6Mx1QEc0U8iOs-yQ,Bailee Pilon,22,en,,186768,165,3596,144,227,https://youtube.com/watch?v=PcxhH0Lkp6Q,How To Make A DIY Face Mask with Filter Pocket & Bendable Nose,13:35,13.58333333,2 weeks ago
2_9wQmn3TMc,2020-03-17T04:30:44.000Z,UCgJ4g14GvioJd5RMIba4UTA,தையல் தமிழில் - Thaiyal Tamilil,26,,,186491,73,2298,159,225,https://youtube.com/watch?v=2_9wQmn3TMc,DIY Easy Face Mask From Cloth | How to make reusable Face mask easily at home Easy in tamil method-1,10:44,10.73333333,1 month ago
ne3-HyGHTDw,2020-04-04T21:21:55.000Z,UCuGAF2PJVfX_9zHYhaR1KHA,NOWAYFARER,24,,,184770,131,1548,59,229,https://youtube.com/watch?v=ne3-HyGHTDw,🇺🇸 U.S. Surgeon General shows us how to make a face mask by using an old t-shirt and 2 rubber bands,0:46,0.766666667,3 weeks ago
gVmilweCgFU,2020-04-04T17:04:44.000Z,UCGiNMApczHhQNPJ0rZ8hlQg,Tripta,22,,,180206,57,1111,124,228,https://youtube.com/watch?v=gVmilweCgFU,EASY TO MAKE DIY FACE MASK | Simple No Sew Face Mask Making at Home,3:09,3.15,3 weeks ago
nV5B36iBVAw,2020-03-07T12:42:33.000Z,UCO4vNc1H4FOI4w5uqJLQ6RQ,Backpack Tutorial,26,,,179196,251,3294,113,231,https://youtube.com/watch?v=nV5B36iBVAw,How to make a face mask with a glue gun | Diy mask tutorial | Homemade mask | without sewing,6:28,6.466666667,1 month ago
vqx8Z0LQb8s,2020-03-17T10:35:54.000Z,UC7EkUFBCezg-JIkDiOlcfKw,Karnias Handicrafts,26,,,178354,38,756,467,230,https://youtube.com/watch?v=vqx8Z0LQb8s,How To Make Face Mask at home | Handmade Mask | DIY Face Mask,3:44,3.733333333,1 month ago
VWPnLknbFkM,2020-04-10T21:23:15.000Z,UCrVkr_nIIxAeucYdZK8gtxw,Designed to the Nines,26,en,,177700,204,2979,212,234,https://youtube.com/watch?v=VWPnLknbFkM,⭐How To Make a DIY FACE MASK w/ Filter Pocket Tutorial (Cricut),14:22,14.36666667,2 weeks ago
46L1L8oRpzA,2020-03-25T00:30:05.000Z,UC-uJSwODjLMuC6jVU_pupPg,Bilikis Signatures,22,,,175032,246,6471,162,233,https://youtube.com/watch?v=46L1L8oRpzA,Fitted FABRIC FACE MASK,11:45,11.75,1 month ago
2Mc3i0WLO10,2020-03-15T19:11:20.000Z,UCJr15pKc8v6MJ0hm-LQKCjA,NProkuda,27,zxx,,174737,47,889,195,232,https://youtube.com/watch?v=2Mc3i0WLO10,DIY Face Mask | How to make MEDICAL MASK out of PAPER TOWEL | Tutorial by NProkuda,10:47,10.78333333,1 month ago
gp_FSt8Vd-E,2020-04-22T17:59:55.000Z,UCi-5OZ2tYuwMLIcEyOsbdRA,Annoying Orange,24,en,en,166267,965,3353,142,235,https://youtube.com/watch?v=gp_FSt8Vd-E,Annoying Orange - How2 Make a Facemask,2:14,2.233333333,4 days ago
JY-29VBkGmw,2020-03-16T07:14:30.000Z,UCy5bjMXbFPglSBNDXfivtOA,消費者委員會,27,zh-HK,zh-HK,164494,29,635,42,236,https://youtube.com/watch?v=JY-29VBkGmw,【DIY Face Mask – 8 Steps in Making Protective Gear】,5:17,5.283333333,1 month ago
rz68dGEpqUw,2020-04-07T06:31:13.000Z,UCJ42czncM1gfMfYtbU3ju6w,Crafty Caboodle,1,,,159886,91,2007,158,238,https://youtube.com/watch?v=rz68dGEpqUw,DIY Face Mask No Sew Method Video Tutorial! EASY with Hair Ties BANDANA STYLE,3:16,3.266666667,2 weeks ago
t2l1KOjR9x0,2020-04-04T02:15:31.000Z,UCBfa0oRc7GJv_gYQIzHKsEw,Sew It Online,24,,,159117,138,1602,442,240,https://youtube.com/watch?v=t2l1KOjR9x0,DIY - How To Make A Face Mask In 15 Minutes,12:32,12.53333333,3 weeks ago
zWDnroseE1s,2020-03-30T13:28:42.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,158104,23,NaN,NaN,239,https://youtube.com/watch?v=zWDnroseE1s,The easiest way to make face mask | DIY,2:50,2.833333333,3 weeks ago
OtRR0_IEZsU,2020-04-03T18:38:12.000Z,UC84muzRZsd_FKpe8pQ14-CA,The Sewing Room Channel,26,en,,154975,120,3537,121,241,https://youtube.com/watch?v=OtRR0_IEZsU,15 Minute Face Mask With Ties,11:36,11.6,3 weeks ago
#NAME?,2020-03-30T02:36:38.000Z,UC5k0QhAP8mwqjIYHVLwBEZg,EasyToSew,26,,,154432,14,1318,54,242,https://youtube.com/watch?v=-u70sgWb6hQ,HOW TO MAKE  FACE MASK WITH FILTER POCKET/ FACE MASK SEWING TUTORIAL/ HOW TO SEW FACE MASK WITH TIES,8:43,8.716666667,3 weeks ago
H0qvr6hde4s,2020-03-12T14:18:03.000Z,UCov83RUN-y4hJQly4YMdFuA,Nanay Express,24,en,,152315,71,1457,96,243,https://youtube.com/watch?v=H0qvr6hde4s,DIY Face Mask with Pocket | No Sewing Machine,20:28,20.46666667,1 month ago
PvKgjfrs2M4,2020-03-26T17:52:19.000Z,UCJr15pKc8v6MJ0hm-LQKCjA,NProkuda,27,zxx,,142545,102,626,444,244,https://youtube.com/watch?v=PvKgjfrs2M4,DIY Face Mask | How to make MEDICAL MASK out of SANITARY PADS | Tutorial by NProkuda,6:17,6.283333333,1 month ago
BPcp21pOUTo,2020-03-26T14:28:30.000Z,UCbFRacHdUvVCjyOLc22L2IQ,FourieFamCam,26,en,,141906,NaN,1614,245,245,https://youtube.com/watch?v=BPcp21pOUTo,DIY : Reusable Face Mask with Filter | Cheap & Easy to Make | Free Pattern,13:00,13,1 month ago
gUcC9_yJvHM,2020-04-04T04:44:09.000Z,UC72nbKQLSDyiSARhg0Ywj4w,9NEWS,25,en,en,140889,77,1131,27,247,https://youtube.com/watch?v=gUcC9_yJvHM,How to make a no-sew mask with an old t-shirt and shoelaces,2:51,2.85,3 weeks ago
KplpmJKqAAY,2020-04-15T21:45:26.000Z,UCbO9bltbkYwa56nZFQx6XJg,Manny Mua,26,,,140363,1267,8806,202,246,https://youtube.com/watch?v=KplpmJKqAAY,HOW TO MAKE YOUR MAKEUP LAST UNDER A FACE MASK!,19:56,19.93333333,1 week ago
axrg8l0FwMw,2020-04-17T07:03:46.000Z,UC11YXOTZw0d_GL8iVsRv5iw,SuzelleDIY,26,en-GB,en-GB,139786,101,2172,128,250,https://youtube.com/watch?v=axrg8l0FwMw,HOW TO MAKE A DIY FACE MASK | 3 Easy Designs,6:55,6.916666667,1 week ago
dS59T_KofCw,2020-03-11T14:06:24.000Z,UC4SUWizzKc1tptprBkWjX2Q,South China Morning Post,25,en-US,,138381,118,431,32,248,https://youtube.com/watch?v=dS59T_KofCw,Face masks made from air conditioners’ filters,1:48,1.8,1 month ago
H_-YJ-Bsi6o,2020-03-25T12:19:43.000Z,UChyWv5fy8utAWVhRPVV85XQ,Angela Clayton,26,en,,137648,735,8315,137,249,https://youtube.com/watch?v=H_-YJ-Bsi6o,Making Masks | why & how i'm making them,9:01,9.016666667,1 month ago
LReYvXqO5-Q,2020-04-08T19:35:41.000Z,UCTexjI7DMbrBmscIk61sPLg,Debs Days,26,en,en,136375,52,2099,103,252,https://youtube.com/watch?v=LReYvXqO5-Q,How to Sew a No Pleat Cloth Face Mask,7:02,7.033333333,2 weeks ago
4ebIo5pYC2Q,2020-03-29T15:00:00.000Z,UCWfwA2Rcw6GRFESo8o622Bw,Anjurisa,26,en,en,134003,130,3010,101,251,https://youtube.com/watch?v=4ebIo5pYC2Q,Wearing Mask Everyday? Try this Headband Face Mask! 🥰,4:02,4.033333333,4 weeks ago
86NAGzuToSU,2020-04-05T03:59:55.000Z,UCbah_6MVEnmX0ZB1J2539Jg,LuLaRoe Savannah Phillips,26,en,,132372,913,3435,71,253,https://youtube.com/watch?v=86NAGzuToSU,DIY Face Mask out of leggings |  5 Minutes | lularoe face mask,5:43,5.716666667,3 weeks ago
0B67BdDe2yk,2020-03-15T12:01:57.000Z,UCWV-2RfJwtSIQcWIT8u135Q,young world art and craft,24,en,,129672,87,1599,75,254,https://youtube.com/watch?v=0B67BdDe2yk,Turn your handkerchief in to a face mask\Face mask with kerchief\DIY mask,1:41,1.683333333,1 month ago
CPA-NnyIreU,2020-04-10T15:23:17.000Z,UCP6HGa63sBC7-KHtkme-p-g,USA TODAY,25,en,en,127565,69,859,67,260,https://youtube.com/watch?v=CPA-NnyIreU,Face mask from a t-shirt tutorial: How to protect from coronavirus | USA TODAY,1:11,1.183333333,2 weeks ago
2hRDkZhEBFU,2020-04-11T01:41:34.000Z,UCFjiQL6SuK6iNIXin_k-P9g,Leah Lanier,22,,,127193,224,3372,117,258,https://youtube.com/watch?v=2hRDkZhEBFU,HOW TO MAKE A FACE MASK OUT OF A SOCK | DIY,4:49,4.816666667,2 weeks ago
I0teRnAcgAo,2020-04-08T15:00:08.000Z,UCWfwA2Rcw6GRFESo8o622Bw,Anjurisa,26,en,en,126734,61,2320,71,256,https://youtube.com/watch?v=I0teRnAcgAo,SIMPLE DIY Mask With Filter And Wire 😷 How to Make Face Mask Cloth with Wire,5:45,5.75,2 weeks ago
Zj0NFR4NV_c,2020-03-23T01:00:23.000Z,UCd0eQl2Up7Ac-sXxEca3mnA,The Crafty Author,26,en,en,126022,99,1772,118,257,https://youtube.com/watch?v=Zj0NFR4NV_c,HOW TO SEW YOUR OWN SURGICAL FACE MASK WITH FILTER POCKET,22:56,22.93333333,1 month ago
iFB5Ult09AY,2020-04-22T15:26:07.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,125177,23,NaN,NaN,255,https://youtube.com/watch?v=iFB5Ult09AY,How to make face mask that perfectly fits your face | DIY,3:49,3.816666667,4 days ago
0dAQk-bQpvg,2020-03-26T02:41:08.000Z,UCBfa0oRc7GJv_gYQIzHKsEw,Sew It Online,24,,,124868,258,2112,71,259,https://youtube.com/watch?v=0dAQk-bQpvg,Tutorial: How To Make a Surgical Face Mask FAST with a Serger!,14:41,14.68333333,1 month ago
M8_0vFwGwXc,2020-04-09T01:44:13.000Z,UCKuENsQCOdjw56xtQOhmljw,Emely Toledo,26,en,,119546,56,857,94,261,https://youtube.com/watch?v=M8_0vFwGwXc,😷No Sew Face Mask Easy | Using a bandana and two rubber bands - DIY,1:39,1.65,2 weeks ago
M2LxS4bKmA8,2020-04-09T15:28:18.000Z,UC6tcYLIs6JPzsY_THNjt9vw,YIM KUM,10,,,118261,127,1745,74,264,https://youtube.com/watch?v=M2LxS4bKmA8,How to make face mask with Socks in 30 Seconds,2:05,2.083333333,2 weeks ago
3mE-27211Pc,2020-03-23T12:57:07.000Z,UCiv5TFGoQbFk5MrARfokfew,ferdalump,22,,,117089,123,1822,108,262,https://youtube.com/watch?v=3mE-27211Pc,Fabric Face Mask to protect N95 (How to make a face mask with filter pocket & metal strip to fit),18:55,18.91666667,1 month ago
VYiY8ePUveg,2020-04-04T23:26:39.000Z,UCEuMQ0H-7VYfox21BvmjjsQ,The Oregonian,25,en-US,,114513,45,520,33,266,https://youtube.com/watch?v=VYiY8ePUveg,How to make face masks (no sewing required),2:06,2.1,3 weeks ago
HuGbEa2ex74,2020-03-31T11:51:20.000Z,UCtcf5fiLfPMY6vpRNHUIn2g,OH MY DIY !,26,en,en,114103,39,658,54,263,https://youtube.com/watch?v=HuGbEa2ex74,How to Make DIY Face Mask out of a Bra | Tutorial,1:42,1.7,3 weeks ago
vyDtrobkaxg,2020-03-23T14:45:51.000Z,UCuH4vMr-kVG-RRawg4E0ckA,Atlantic Health System,28,en,,110601,139,839,44,265,https://youtube.com/watch?v=vyDtrobkaxg,Fighting Coronavirus (COVID-19) Together: How to Make a Facemask,4:45,4.75,1 month ago
